GO:0000001	mitochondrion inheritance
GO:0042685	cardioblast cell fate specification
GO:0042686	regulation of cardioblast cell fate specification
GO:0042688	crystal cell differentiation
GO:0042689	regulation of crystal cell differentiation
GO:0042690	negative regulation of crystal cell differentiation
GO:0042691	positive regulation of crystal cell differentiation
GO:0042692	muscle cell differentiation
GO:0042693	muscle cell fate commitment
GO:0042694	muscle cell fate specification
GO:0042695	thelarche
GO:0042696	menarche
GO:0042697	menopause
GO:0042698	ovulation cycle
GO:0042699	follicle-stimulating hormone signaling pathway
GO:0042700	luteinizing hormone signaling pathway
GO:0042701	progesterone secretion
GO:0042702	uterine wall growth
GO:0042703	menstruation
GO:0042704	uterine wall breakdown
GO:0042705	ocellus photoreceptor cell differentiation
GO:0042706	eye photoreceptor cell fate commitment
GO:0042707	ocellus photoreceptor cell fate commitment
GO:0042710	biofilm formation
GO:0042711	maternal behavior
GO:0042712	paternal behavior
GO:0042713	sperm ejaculation
GO:0042714	dosage compensation complex assembly
GO:0042715	dosage compensation complex assembly involved in dosage compensation by hypoactivation of X chromosome
GO:0042722	alpha-beta T cell activation by superantigen
GO:0042723	thiamine-containing compound metabolic process
GO:0042724	thiamine-containing compound biosynthetic process
GO:0042725	thiamine-containing compound catabolic process
GO:0042726	flavin-containing compound metabolic process
GO:0042727	flavin-containing compound biosynthetic process
GO:0042728	flavin-containing compound catabolic process
GO:0042730	fibrinolysis
GO:0042732	D-xylose metabolic process
GO:0042733	embryonic digit morphogenesis
GO:0042737	drug catabolic process
GO:0042738	exogenous drug catabolic process
GO:0042739	endogenous drug catabolic process
GO:0042740	exogenous antibiotic catabolic process
GO:0042741	endogenous antibiotic catabolic process
GO:0042742	defense response to bacterium
GO:0042743	hydrogen peroxide metabolic process
GO:0042744	hydrogen peroxide catabolic process
GO:0042745	circadian sleep/wake cycle
GO:0042746	circadian sleep/wake cycle, wakefulness
GO:0042747	circadian sleep/wake cycle, REM sleep
GO:0042748	circadian sleep/wake cycle, non-REM sleep
GO:0042749	regulation of circadian sleep/wake cycle
GO:0042750	hibernation
GO:0042751	estivation
GO:0042752	regulation of circadian rhythm
GO:0042753	positive regulation of circadian rhythm
GO:0042754	negative regulation of circadian rhythm
GO:0042755	eating behavior
GO:0042756	drinking behavior
GO:0042758	long-chain fatty acid catabolic process
GO:0042759	long-chain fatty acid biosynthetic process
GO:0042760	very long-chain fatty acid catabolic process
GO:0042761	very long-chain fatty acid biosynthetic process
GO:0042762	regulation of sulfur metabolic process
GO:0042766	nucleosome mobilization
GO:0042769	DNA damage response, detection of DNA damage
GO:0042770	signal transduction in response to DNA damage
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:0042772	DNA damage response, signal transduction resulting in transcription
GO:0042773	ATP synthesis coupled electron transport
GO:0042774	plasma membrane ATP synthesis coupled electron transport
GO:0042775	mitochondrial ATP synthesis coupled electron transport
GO:0042776	mitochondrial ATP synthesis coupled proton transport
GO:0042777	plasma membrane ATP synthesis coupled proton transport
GO:0042778	tRNA end turnover
GO:0042779	tRNA 3'-trailer cleavage
GO:0042780	tRNA 3'-end processing
GO:0042782	passive evasion of host immune response
GO:0042783	active evasion of host immune response
GO:0042784	active evasion of host immune response via regulation of host complement system
GO:0042785	active evasion of host immune response via regulation of host cytokine network
GO:0042786	active evasion of host immune response via regulation of host antigen processing and presentation
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
GO:0042789	mRNA transcription from RNA polymerase II promoter
GO:0042790	transcription of nuclear large rRNA transcript from RNA polymerase I promoter
GO:0042791	5S class rRNA transcription from RNA polymerase III type 1 promoter
GO:0042792	rRNA transcription from mitochondrial promoter
GO:0042793	transcription from plastid promoter
GO:0042794	rRNA transcription from plastid promoter
GO:0042795	snRNA transcription from RNA polymerase II promoter
GO:0042796	snRNA transcription from RNA polymerase III promoter
GO:0042797	tRNA transcription from RNA polymerase III promoter
GO:0042810	pheromone metabolic process
GO:0042811	pheromone biosynthetic process
GO:0042812	pheromone catabolic process
GO:0042814	monopolar cell growth
GO:0042815	bipolar cell growth
GO:0042816	vitamin B6 metabolic process
GO:0042817	pyridoxal metabolic process
GO:0042818	pyridoxamine metabolic process
GO:0042819	vitamin B6 biosynthetic process
GO:0042820	vitamin B6 catabolic process
GO:0042821	pyridoxal biosynthetic process
GO:0042822	pyridoxal phosphate metabolic process
GO:0042823	pyridoxal phosphate biosynthetic process
GO:0042832	defense response to protozoan
GO:0042836	D-glucarate metabolic process
GO:0042837	D-glucarate biosynthetic process
GO:0042838	D-glucarate catabolic process
GO:0042839	D-glucuronate metabolic process
GO:0042840	D-glucuronate catabolic process
GO:0042841	D-glucuronate biosynthetic process
GO:0042842	D-xylose biosynthetic process
GO:0042843	D-xylose catabolic process
GO:0042844	glycol metabolic process
GO:0042845	glycol biosynthetic process
GO:0042846	glycol catabolic process
GO:0042847	sorbose biosynthetic process
GO:0042848	sorbose catabolic process
GO:0042849	L-sorbose biosynthetic process
GO:0042850	L-sorbose catabolic process
GO:0042851	L-alanine metabolic process
GO:0042852	L-alanine biosynthetic process
GO:0042853	L-alanine catabolic process
GO:0042854	eugenol metabolic process
GO:0042855	eugenol biosynthetic process
GO:0042856	eugenol catabolic process
GO:0042857	chrysobactin metabolic process
GO:0042858	chrysobactin biosynthetic process
GO:0042859	chrysobactin catabolic process
GO:0042860	achromobactin metabolic process
GO:0042861	achromobactin biosynthetic process
GO:0042862	achromobactin catabolic process
GO:0042863	pyochelin metabolic process
GO:0042864	pyochelin biosynthetic process
GO:0042865	pyochelin catabolic process
GO:0042866	pyruvate biosynthetic process
GO:0042867	pyruvate catabolic process
GO:0042868	antisense RNA metabolic process
GO:0042869	aldarate transport
GO:0042870	D-glucarate transport
GO:0042871	D-galactarate transport
GO:0042872	D-galactarate biosynthetic process
GO:0042873	aldonate transport
GO:0042874	D-glucuronate transport
GO:0042875	D-galactonate transport
GO:0042882	L-arabinose transport
GO:0042883	cysteine transport
GO:0042884	microcin transport
GO:0042885	microcin B17 transport
GO:0042886	amide transport
GO:0042889	3-phenylpropionic acid transport
GO:0042891	antibiotic transport
GO:0042892	chloramphenicol transport
GO:0042893	polymyxin transport
GO:0042894	fosmidomycin transport
GO:0042899	arabinose polymer transport
GO:0042902	peptidoglycan-protein cross-linking via L-threonyl-pentaglycyl-murein
GO:0042904	9-cis-retinoic acid biosynthetic process
GO:0042905	9-cis-retinoic acid metabolic process
GO:0042906	xanthine transport
GO:0042908	xenobiotic transport
GO:0042909	acridine transport
GO:0042914	colicin transport
GO:0042915	group A colicin transport
GO:0042916	alkylphosphonate transport
GO:0042918	alkanesulfonate transport
GO:0042919	benzoate transport
GO:0042920	3-hydroxyphenylpropionic acid transport
GO:0042921	glucocorticoid receptor signaling pathway
GO:0042928	ferrichrome transport
GO:0042930	enterobactin transport
GO:0042932	chrysobactin transport
GO:0042935	achromobactin transport
GO:0042938	dipeptide transport
GO:0042939	tripeptide transport
GO:0042940	D-amino acid transport
GO:0042941	D-alanine transport
GO:0042942	D-serine transport
GO:0042946	glucoside transport
GO:0042948	salicin transport
GO:0042949	arbutin transport
GO:0042952	beta-ketoadipate pathway
GO:0042953	lipoprotein transport
GO:0042955	dextrin transport
GO:0042956	maltodextrin transport
GO:0042964	thioredoxin biosynthetic process
GO:0042965	glutaredoxin biosynthetic process
GO:0042966	biotin carboxyl carrier protein biosynthetic process
GO:0042967	acyl-carrier-protein biosynthetic process
GO:0042968	homoserine transport
GO:0042969	lactone transport
GO:0042976	activation of Janus kinase activity
GO:0042977	activation of JAK2 kinase activity
GO:0042981	regulation of apoptotic process
GO:0042982	amyloid precursor protein metabolic process
GO:0042983	amyloid precursor protein biosynthetic process
GO:0042984	regulation of amyloid precursor protein biosynthetic process
GO:0042985	negative regulation of amyloid precursor protein biosynthetic process
GO:0042986	positive regulation of amyloid precursor protein biosynthetic process
GO:0042987	amyloid precursor protein catabolic process
GO:0042989	sequestering of actin monomers
GO:0042990	regulation of transcription factor import into nucleus
GO:0042991	transcription factor import into nucleus
GO:0042992	negative regulation of transcription factor import into nucleus
GO:0042993	positive regulation of transcription factor import into nucleus
GO:0042994	cytoplasmic sequestering of transcription factor
GO:0042996	regulation of Golgi to plasma membrane protein transport
GO:0042997	negative regulation of Golgi to plasma membrane protein transport
GO:0042998	positive regulation of Golgi to plasma membrane protein transport
GO:0042999	regulation of Golgi to plasma membrane CFTR protein transport
GO:0043000	Golgi to plasma membrane CFTR protein transport
GO:0043001	Golgi to plasma membrane protein transport
GO:0043002	negative regulation of Golgi to plasma membrane CFTR protein transport
GO:0043003	positive regulation of Golgi to plasma membrane CFTR protein transport
GO:0043004	cytoplasmic sequestering of CFTR protein
GO:0043006	activation of phospholipase A2 activity by calcium-mediated signaling
GO:0043007	maintenance of rDNA
GO:0043009	chordate embryonic development
GO:0043010	camera-type eye development
GO:0043011	myeloid dendritic cell differentiation
GO:0043012	regulation of fusion of sperm to egg plasma membrane
GO:0043013	negative regulation of fusion of sperm to egg plasma membrane
GO:0043016	regulation of lymphotoxin A biosynthetic process
GO:0043017	positive regulation of lymphotoxin A biosynthetic process
GO:0043018	negative regulation of lymphotoxin A biosynthetic process
GO:0043029	T cell homeostasis
GO:0043030	regulation of macrophage activation
GO:0043031	negative regulation of macrophage activation
GO:0043032	positive regulation of macrophage activation
GO:0043038	amino acid activation
GO:0043039	tRNA aminoacylation
GO:0043040	tRNA aminoacylation for nonribosomal peptide biosynthetic process
GO:0043041	amino acid activation for nonribosomal peptide biosynthetic process
GO:0043042	amino acid adenylylation by nonribosomal peptide synthase
GO:0043043	peptide biosynthetic process
GO:0043044	ATP-dependent chromatin remodeling
GO:0043045	DNA methylation involved in embryo development
GO:0043046	DNA methylation involved in gamete generation
GO:0043048	dolichyl monophosphate biosynthetic process
GO:0043049	otic placode formation
GO:0043050	pharyngeal pumping
GO:0043051	regulation of pharyngeal pumping
GO:0043052	thermotaxis
GO:0043053	dauer entry
GO:0043054	dauer exit
GO:0043055	maintenance of dauer
GO:0043056	forward locomotion
GO:0043057	backward locomotion
GO:0043058	regulation of backward locomotion
GO:0043059	regulation of forward locomotion
GO:0043060	meiotic metaphase I plate congression
GO:0043061	meiotic metaphase II plate congression
GO:0043062	extracellular structure organization
GO:0043063	intercellular bridge organization
GO:0043065	positive regulation of apoptotic process
GO:0043066	negative regulation of apoptotic process
GO:0043067	regulation of programmed cell death
GO:0043068	positive regulation of programmed cell death
GO:0043069	negative regulation of programmed cell death
