HP:0000002	Abnormality of body height
HP:0009679	Fragmentation of the epiphysis of the distal phalanx of the thumb
HP:0009680	Irregular epiphysis of the distal phalanx of the thumb
HP:0009681	Ivory epiphysis of the distal phalanx of the thumb
HP:0009682	Pseudoepiphysis of the distal phalanx of the thumb
HP:0009683	Small epiphysis of the distal phalanx of the thumb
HP:0009684	Stippling of the epiphysis of the distal phalanx of the thumb
HP:0009685	Triangular epiphysis of the distal phalanx of the thumb
HP:0009686	Absent epiphyses of the thumb
HP:0009687	Bracket epiphyses of the thumb
HP:0009688	Cone-shaped epiphyses of the thumb
HP:0009689	Enlarged epiphyses of the thumb
HP:0009690	Fragmentation of the epiphyses of the thumb
HP:0009691	Irregular epiphyses of the thumb
HP:0009692	Ivory epiphyses of the thumb
HP:0009693	Pseudoepiphyses of the thumb
HP:0009694	Small epiphyses of the thumb
HP:0009695	Stippling of the epiphyses of the thumb
HP:0009696	Triangular epiphyses of the thumb
HP:0009697	Contractures of the distal interphalangeal joints of the fingers
HP:0009698	Contractures of the proximal interphalangeal joints of the fingers
HP:0009699	Osteolytic defects of the hand bones
HP:0009700	Synostosis involving bones of the fingers
HP:0009701	Metacarpal synostosis
HP:0009702	Carpal synostosis
HP:0009703	Synostosis involving the 1st metacarpal
HP:0009704	Chronic CSF lymphocytosis
HP:0009705	Synostosis involving the 2nd metacarpal
HP:0009706	Synostosis involving the 3rd metacarpal
HP:0009707	Synostosis involving the 4th metacarpal
HP:0009708	Synostosis involving the 5th metacarpal
HP:0009709	Increased CSF interferon alpha
HP:0009710	Chilblain lesions
HP:0009711	Retinal hemangioblastoma
HP:0009713	Spinal hemangioblastoma
HP:0009714	Abnormality of the epididymis
HP:0009715	Papillary cystadenoma of the epididymis
HP:0009716	Subependymal nodules
HP:0009717	Cortical tubers
HP:0009718	Subependymal giant-cell astrocytoma
HP:0009719	Hypomelanotic macules
HP:0009720	Adenoma sebaceum
HP:0009721	Shagreen patch
HP:0009722	Dental enamel pits
HP:0009723	Abnormality of the subungual region
HP:0009724	Subungual fibromas
HP:0009725	Bladder neoplasm
HP:0009726	Renal neoplasm
HP:0009727	Achromatic retinal patches
HP:0009728	Neoplasm of striated muscle
HP:0009729	Cardiac rhabdomyoma
HP:0009730	Rhabdomyoma
HP:0009731	Cerebral hamartomata
HP:0009732	Plexiform neurofibroma
HP:0009733	Glioma
HP:0009734	Optic glioma
HP:0009735	Spinal neurofibromas
HP:0009736	Tibial pseudoarthrosis
HP:0009737	Lisch nodules
HP:0009738	Abnormality of the antihelix
HP:0009739	Hypoplasia of the antihelix
HP:0009740	Aplasia of the parotid gland
HP:0009741	Nephrosclerosis
HP:0009742	Stiff shoulders
HP:0009743	Distichiasis
HP:0009744	Abnormality of the spinal dura mater
HP:0009745	Epidural arachnoid cysts of the spinal canal
HP:0009746	Thick nasal septum
HP:0009747	Lumbosacral hirsutism
HP:0009748	Large earlobe
HP:0009751	Aplasia of the pectoralis major muscle
HP:0009752	Cleft in skull base
HP:0009754	Fibrous syngnathia
HP:0009755	Ankyloblepharon
HP:0009756	Popliteal pterygium
HP:0009757	Intercrural pterygium
HP:0009758	Pyramidal skinfold extending from the base to the top of the nails
HP:0009759	Neck pterygia
HP:0009760	Antecubital pterygium
HP:0009761	Anterior clefting of vertebral bodies
HP:0009762	Facial wrinkling
HP:0009763	Limb pain
HP:0009765	Low hanging columella
HP:0009767	Aplasia/Hypoplasia of the phalanges of the hand
HP:0009768	Broad phalanges of the hand
HP:0009769	Bullet-shaped phalanges of the hand
HP:0009770	Curved phalanges of the hand
HP:0009771	Osteolytic defects of the phalanges of the hand
HP:0009772	Patchy sclerosis of the phalanges of the hand
HP:0009773	Symphalangism affecting the phalanges of the hand
HP:0009774	Triangular shaped phalanges of the hand
HP:0009775	Amniotic constriction ring
HP:0009776	Adactyly
HP:0009777	Absent thumb
HP:0009778	Short thumb
HP:0009779	3-4 toe syndactyly
HP:0009780	Iliac horns
HP:0009781	Lester's sign
HP:0009782	Aplasia/Hypoplasia of the biceps
HP:0009783	Biceps aplasia
HP:0009784	Aplasia/Hypoplasia of the triceps
HP:0009785	Triceps aplasia
HP:0009786	Aplasia/Hypoplasia of the musculature of the thigh
HP:0009787	Aplasia/Hypoplasia of the quadriceps
HP:0009788	Quadriceps aplasia
HP:0009789	Perianal abscess
HP:0009790	Hemisacrum (S2-S5)
HP:0009791	Bifid sacrum
HP:0009792	Teratoma
HP:0009793	Presacral teratoma
HP:0009794	Branchial anomaly
HP:0009795	Branchial fistula
HP:0009796	Branchial cyst
HP:0009797	Cholesteatoma
HP:0009798	Euthyroid goiter
HP:0009799	Supernumerary spleens
HP:0009800	Maternal diabetes
HP:0009802	Aplasia of the phalanges of the hand
HP:0009803	Short phalanx of finger
HP:0009804	Reduced number of teeth
HP:0009805	Low-output congestive heart failure
HP:0009806	Nephrogenic diabetes insipidus
HP:0009808	Abnormality involving the diaphyses of the upper limbs
HP:0009809	Abnormality of upper limb metaphysis
HP:0009810	Abnormality of the joints of the upper limbs
HP:0009811	Abnormality of the elbow
HP:0009812	Amelia involving the upper limbs
HP:0009813	Upper limb phocomelia
HP:0009814	Upper limb peromelia
HP:0009815	Aplasia/Hypoplasia of the extremities
HP:0009816	Hypoplasia involving bones of the lower limbs
HP:0009817	Aplasia involving bones of the lower limbs
HP:0009818	Amelia involving the lower limbs
HP:0009819	Lower limb phocomelia
HP:0009820	Lower limb peromelia
HP:0009821	Hypoplasia involving forearm bones
HP:0009822	Aplasia involving forearm bones
HP:0009823	Aplasia involving bones of the upper limbs
HP:0009824	Hypoplasia involving bones of the upper limbs
HP:0009825	Aplasia involving bones of the extremities
HP:0009826	Hypoplasia involving bones of the extremities
HP:0009827	Amelia
HP:0009828	Peromelia
HP:0009829	Phocomelia
HP:0009830	Peripheral neuropathy
HP:0009831	Mononeuropathy
HP:0009832	Abnormality of the distal phalanx of finger
HP:0009833	Abnormality of the middle phalanges of the hand
HP:0009834	Abnormality of the proximal phalanges of the hand
HP:0009835	Aplasia/Hypoplasia of the distal phalanges of the hand
HP:0009836	Broad distal phalanx of finger
HP:0009837	Bullet-shaped distal phalanges of the hand
HP:0009838	Curved distal phalanges of the hand
HP:0009839	Osteolytic defects of the distal phalanges of the hand
HP:0009840	Patchy sclerosis of the distal phalanges of the hand
HP:0009843	Aplasia/Hypoplasia of the middle phalanges of the hand
HP:0009844	Broad middle phalanx of finger
HP:0009845	Bullet-shaped middle phalanges of the hand
HP:0009846	Curved middle phalanges of the hand
HP:0009847	Osteolytic defects of the middle phalanges of the hand
HP:0009848	Patchy sclerosis of the middle phalanges of the hand
HP:0009849	Symphalangism of middle phalanx of finger
HP:0009850	Triangular shaped middle phalanges of the hand
HP:0009851	Aplasia/Hypoplasia of the proximal phalanges of the hand
HP:0009852	Broad proximal phalanges of the hand
HP:0009853	Bullet-shaped proximal phalanges of the hand
HP:0009854	Curved proximal phalanges of the hand
HP:0009855	Osteolytic defects of the proximal phalanges of the hand
HP:0009856	Patchy sclerosis of the proximal phalanges of the hand
HP:0009857	Symphalangism affecting the proximal phalanges of the hand
HP:0009858	Triangular shaped proximal phalanges of the hand
HP:0009875	Triangular shaped distal phalanges of the hand
HP:0009878	Cerebellar ataxia associated with quadrupedal gait
HP:0009879	Cortical gyral simplification
HP:0009880	Broad distal phalanges of all fingers
HP:0009881	Aplasia of the distal phalanges of the hand
HP:0009882	Short distal phalanx of finger
HP:0009883	Duplication of the distal phalanx of hand
HP:0009884	Tapered distal phalanges of finger
HP:0009886	Trichorrhexis nodosa
HP:0009887	Abnormality of hair pigmentation
HP:0009888	Abnormality of secondary sexual hair
HP:0009889	Localized hirsutism
HP:0009890	High anterior hairline
HP:0009891	Hypoplasia of the supraorbital ridges
HP:0009892	Anotia
HP:0009893	Telangiectasia of the ear
HP:0009894	Thickened ears
HP:0009895	Abnormality of the crus of the helix
HP:0009896	Abnormality of the antitragus
HP:0009897	Horizontal crus of helix
HP:0009898	Underdeveloped crus of the helix
HP:0009899	Prominent crus of helix
HP:0009900	Unilateral deafness
HP:0009901	Crumpled ear
HP:0009902	Cleft helix
HP:0009903	Conjunctival nodules
HP:0009904	Prominent ear helix
HP:0009905	Thin ear helix
HP:0009906	Aplasia/Hypoplasia of the earlobes
HP:0009907	Attached earlobe
HP:0009908	Anterior creases of earlobe
HP:0009909	Uplifted earlobe
HP:0009910	Aplasia of the middle ear ossicles
HP:0009911	Abnormality of the temporal bone
HP:0009912	Abnormality of the tragus
HP:0009913	Aplasia/Hypoplasia of the tragus
HP:0009914	Cyclopia
HP:0009915	Asymmetry of the corneas
HP:0009916	Anisocoria
HP:0009917	Persistent pupillary membrane
HP:0009918	Ectopia pupillae
HP:0009919	Retinoblastoma
HP:0009920	Nevus of Ota
HP:0009921	Duane anomaly
HP:0009922	Persistence of the hyaloid artery
HP:0009924	Aplasia/Hypoplasia involving the nose
HP:0009926	Increased lacrimation
HP:0009927	Aplasia of the nose
HP:0009928	Thick nasal alae
HP:0009929	Abnormality of the columella
HP:0009930	Asymmetry of the nares
HP:0009931	Enlarged naris
HP:0009932	Single naris
HP:0009933	Narrow naris
HP:0009934	Supernumerary nostrils
HP:0009935	Aplasia/Hypoplasia of the nasal septum
HP:0009936	Narrow nasal septum
HP:0009937	Facial hirsutism
HP:0009938	Sunken cheeks
HP:0009939	Mandibular aplasia
HP:0009940	Asymmetry of the mandible
HP:0009941	Asymmetry of the mouth
HP:0009942	Duplication of phalanx of thumb
HP:0009943	Complete duplication of the phalanges of the thumb
HP:0009944	Partial duplication of the phalanges of the thumb
HP:0009945	Duplication of phalanx of 2nd finger
HP:0009946	Polydactyly affecting the 2nd finger
HP:0009947	Duplication of the proximal phalanx of the 2nd finger
HP:0009948	Duplication of the distal phalanx of the 2nd finger
HP:0009949	Duplication of the middle phalanx of the 2nd finger
HP:0009950	Complete duplication of the distal phalanx of the 2nd finger
HP:0009951	Partial duplication of the distal phalanx of the 2nd finger
HP:0009952	Complete duplication of the middle phalanx of the 2nd finger
HP:0009953	Partial duplication of the middle phalanx of the 2nd finger
HP:0009954	Complete duplication of the proximal phalanx of the 2nd finger
HP:0009955	Partial duplication of the proximal phalanx of the 2nd finger
HP:0009956	Partial duplication of the phalanges of the 2nd finger
HP:0009957	Complete duplication of the phalanges of the 2nd finger
HP:0009958	Polydactyly affecting the 3rd finger
HP:0009959	Duplication of phalanx of 3rd finger
HP:0009960	Complete duplication of the phalanges of the 3rd finger
HP:0009961	Partial duplication of the phalanges of the 3rd finger
HP:0009962	Duplication of the distal phalanx of the 3rd finger
HP:0009963	Duplication of the middle phalanx of the 3rd finger
HP:0009964	Duplication of the proximal phalanx of the 3rd finger
HP:0009965	Complete duplication of the distal phalanx of the 3rd finger
HP:0009966	Complete duplication of the middle phalanx of the 3rd finger
HP:0009967	Complete duplication of the proximal phalanx of the 3rd finger
HP:0009968	Partial duplication of the distal phalanx of the 3rd finger
HP:0009969	Partial duplication of the middle phalanx of the 3rd finger
HP:0009970	Partial duplication of the proximal phalanx of the 3rd finger
HP:0009971	Polydactyly affecting the 4th finger
HP:0009972	Duplication of phalanx of 4th finger
HP:0009973	Complete duplication of the phalanges of the 4th finger
HP:0009974	Partial duplication of the phalanges of the 4th finger
HP:0009975	Duplication of the distal phalanx of the 4th finger
HP:0009976	Duplication of the middle phalanx of the 4th finger
HP:0009977	Duplication of the proximal phalanx of the 4th finger
HP:0009978	Complete duplication of the distal phalanx of the 4th finger
HP:0009979	Complete duplication of the middle phalanx of the 4th finger
HP:0009980	Complete duplication of the proximal phalanx of the 4th finger
HP:0009981	Partial duplication of the distal phalanx of the 4th finger
HP:0009982	Partial duplication of the middle phalanx of the 4th finger
HP:0009983	Partial duplication of the proximal phalanx of the 4th finger
HP:0009985	Duplication of phalanx of 5th finger
HP:0009986	Complete duplication of the phalanges of the 5th finger
HP:0009987	Partial duplication of the phalanges of the 5th finger
HP:0009988	Duplication of the distal phalanx of the 5th finger
HP:0009989	Duplication of the middle phalanx of the 5th finger
HP:0009990	Duplication of the proximal phalanx of the 5th finger
HP:0009991	Complete duplication of the distal phalanx of the 5th finger
HP:0009992	Complete duplication of the middle phalanx of the 5th finger
HP:0009993	Complete duplication of the proximal phalanx of the 5th finger
HP:0009994	Partial duplication of the distal phalanx of the 5th finger
HP:0009995	Partial duplication of the middle phalanx of the 5th finger
HP:0009996	Partial duplication of the proximal phalanx of the 5th finger
HP:0009997	Duplication of phalanx of hand
HP:0009998	Complete duplication of phalanx of hand
HP:0009999	Partial duplication of the phalanx of hand
HP:0010000	Complete duplication of the proximal phalanges of the hand
HP:0010001	Complete duplication of the distal phalanges of the hand
HP:0010002	Complete duplication of the middle phalanges of the hand
HP:0010003	Partial duplication of the proximal phalanges of the hand
HP:0010004	Partial duplication of the distal phalanges of the hand
HP:0010005	Partial duplication of the middle phalanges of the hand
HP:0010006	Duplication of the proximal phalanx of hand
HP:0010008	Duplication of the middle phalanx of hand
HP:0010009	Abnormality of the 1st metacarpal
HP:0010010	Abnormality of the 2nd metacarpal
HP:0010011	Abnormality of the 3rd metacarpal
HP:0010012	Abnormality of the 4th metacarpal
HP:0010013	Abnormality of the 5th metacarpal
HP:0010014	Abnormality of the epiphysis of the 1st metacarpal
HP:0010015	Absent epiphysis of the 1st metacarpal
HP:0010016	Bracket epiphysis of the 1st metacarpal
HP:0010017	Cone-shaped epiphysis of the 1st metacarpal
HP:0010018	Enlarged epiphysis of the 1st metacarpal
HP:0010019	Fragmentation of the epiphysis of the 1st metacarpal
HP:0010020	Irregular epiphysis of the 1st metacarpal
HP:0010021	Ivory epiphysis of the 1st metacarpal
HP:0010022	Pseudoepiphysis of the 1st metacarpal
HP:0010023	Small epiphysis of the 1st metacarpal
HP:0010024	Epiphyseal stippling of the first metacarpal
HP:0010025	Triangular epiphysis of the 1st metacarpal
HP:0010026	Aplasia/Hypoplasia of the 1st metacarpal
HP:0010027	Broad 1st metacarpal
HP:0010028	Bullet-shaped 1st metacarpal
HP:0010029	Curved 1st metacarpal
HP:0010030	Osteolytic defects of the 1st metacarpal
HP:0010031	Patchy sclerosis of the 1st metacarpal
HP:0010033	Triangular shaped 1st metacarpal
HP:0010034	Short 1st metacarpal
HP:0010035	Aplasia of the 1st metacarpal
HP:0010036	Aplasia/Hypoplasia of the 2nd metacarpal
HP:0010037	Aplasia of the 2nd metacarpal
HP:0010038	Short 2nd metacarpal
HP:0010039	Aplasia/Hypoplasia of the 3rd metacarpal
HP:0010040	Aplasia of the 3rd metacarpal
HP:0010041	Short 3rd metacarpal
HP:0010042	Aplasia/Hypoplasia of the 4th metacarpal
HP:0010043	Aplasia of the 4th metacarpal
HP:0010044	Short 4th metacarpal
HP:0010045	Aplasia/Hypoplasia of the 5th metacarpal
HP:0010046	Aplasia of the 5th metacarpal
HP:0010047	Short 5th metacarpal
HP:0010048	Aplasia of metacarpal bones
HP:0010049	Short metacarpal
HP:0010051	Deviation/Displacement of the hallux
HP:0010052	Abnormality of the proximal phalanx of the hallux
HP:0010053	Abnormality of the distal phalanx of the hallux
HP:0010054	Abnormality of the first metatarsal
HP:0010055	Broad hallux
HP:0010056	Abnormality of the epiphyses of the hallux
